"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"23.03.2016","8.927,10","9.017,20","9.046,00","8.880,20","186,65M","-0,72%"
"22.03.2016","8.992,00","8.969,30","8.992,00","8.840,40","216,83M","-0,32%"
"21.03.2016","9.021,00","9.006,10","9.138,90","8.966,50","182,19M","-0,33%"
"18.03.2016","9.051,10","8.995,30","9.074,50","8.904,70","395,75M","0,81%"
"17.03.2016","8.978,80","9.064,90","9.071,20","8.782,80","385,79M","0,18%"
"16.03.2016","8.962,80","9.018,40","9.062,00","8.898,60","253,94M","-0,28%"
"15.03.2016","8.988,30","9.099,50","9.122,20","8.961,60","376,24M","-1,69%"
"14.03.2016","9.142,70","9.156,10","9.217,30","9.120,10","362,90M","0,57%"
"11.03.2016","9.090,60","8.930,30","9.101,30","8.913,60","476,00M","3,69%"
"10.03.2016","8.766,90","8.782,00","9.105,80","8.730,60","533,69M","0,07%"
"09.03.2016","8.761,10","8.765,50","8.889,60","8.741,00","315,89M","0,24%"
"08.03.2016","8.740,30","8.736,30","8.848,80","8.663,20","310,22M","-0,53%"
"07.03.2016","8.786,80","8.785,70","8.834,70","8.672,80","272,40M","-0,28%"
"04.03.2016","8.811,60","8.812,60","8.877,90","8.734,60","322,35M","0,51%"
"03.03.2016","8.767,00","8.787,90","8.812,00","8.692,90","273,57M","0,03%"
"02.03.2016","8.764,50","8.662,30","8.778,50","8.641,20","353,54M","1,78%"
"01.03.2016","8.611,00","8.454,60","8.611,60","8.423,60","322,25M","1,77%"
"29.02.2016","8.461,40","8.291,90","8.463,40","8.222,60","295,55M","1,34%"
"26.02.2016","8.349,20","8.313,30","8.397,80","8.265,20","321,92M","1,63%"
"25.02.2016","8.215,60","8.128,10","8.260,20","8.103,50","258,74M","2,52%"
"24.02.2016","8.013,70","8.255,00","8.269,10","7.968,10","307,97M","-3,07%"
"23.02.2016","8.267,60","8.345,40","8.447,80","8.259,00","270,11M","-1,42%"
"22.02.2016","8.387,00","8.290,30","8.399,30","8.281,70","246,10M","2,35%"
"19.02.2016","8.194,20","8.284,90","8.335,20","8.105,00","312,66M","-1,22%"
"18.02.2016","8.295,40","8.420,30","8.479,60","8.255,40","312,11M","-0,83%"
"17.02.2016","8.364,90","8.166,20","8.366,90","8.140,90","324,40M","2,79%"
"16.02.2016","8.137,60","8.262,80","8.262,80","8.092,00","303,51M","-0,51%"
"15.02.2016","8.179,20","8.133,00","8.217,50","8.081,40","304,55M","3,26%"
"12.02.2016","7.920,80","7.849,90","7.920,80","7.771,20","385,25M","2,25%"
"11.02.2016","7.746,30","8.047,30","8.047,30","7.746,30","461,01M","-4,88%"
"10.02.2016","8.143,70","8.013,80","8.249,80","7.920,90","386,48M","2,73%"
"09.02.2016","7.927,60","8.129,00","8.212,60","7.862,00","484,32M","-2,39%"
"08.02.2016","8.122,10","8.537,90","8.540,90","8.083,40","352,12M","-4,44%"
"05.02.2016","8.499,50","8.477,10","8.615,00","8.411,30","412,59M","0,37%"
"04.02.2016","8.468,10","8.437,10","8.521,70","8.287,00","375,80M","1,85%"
"03.02.2016","8.314,50","8.510,30","8.519,70","8.180,40","432,08M","-2,51%"
"02.02.2016","8.528,70","8.768,00","8.772,50","8.478,50","385,37M","-2,96%"
"01.02.2016","8.788,50","8.849,30","8.896,50","8.718,40","320,61M","-0,31%"
"29.01.2016","8.815,80","8.728,20","8.815,80","8.671,60","402,07M","2,62%"
"28.01.2016","8.590,60","8.697,80","8.811,40","8.516,80","354,36M","-1,72%"
"27.01.2016","8.741,00","8.676,10","8.741,00","8.608,90","225,52M","0,56%"
"26.01.2016","8.692,50","8.426,10","8.698,00","8.402,30","422,23M","1,46%"
"25.01.2016","8.567,70","8.763,20","8.763,20","8.525,90","263,31M","-1,78%"
"22.01.2016","8.722,90","8.638,00","8.795,70","8.565,70","374,44M","3,30%"
"21.01.2016","8.444,20","8.311,80","8.502,50","8.277,10","358,23M","1,97%"
"20.01.2016","8.281,40","8.390,20","8.398,40","8.206,00","371,17M","-3,20%"
"19.01.2016","8.554,90","8.624,30","8.656,90","8.527,50","298,45M","1,01%"
"18.01.2016","8.469,30","8.525,50","8.627,10","8.427,30","281,06M","-0,87%"
"15.01.2016","8.543,60","8.769,40","8.796,40","8.491,90","458,71M","-2,78%"
"14.01.2016","8.787,70","8.852,50","8.854,50","8.662,20","329,17M","-1,64%"
"13.01.2016","8.934,50","8.998,50","9.074,00","8.877,90","300,80M","0,21%"
"12.01.2016","8.915,40","8.867,90","9.041,50","8.818,90","297,58M","0,33%"
"11.01.2016","8.886,10","8.849,90","9.022,00","8.835,10","301,41M","-0,26%"
"10.01.2016","8.909,20","8.909,20","8.909,20","8.909,20","","0,00%"
"08.01.2016","8.909,20","9.093,30","9.138,00","8.909,20","310,72M","-1,66%"
"07.01.2016","9.059,30","8.973,80","9.103,00","8.889,70","395,76M","-1,50%"
"06.01.2016","9.197,40","9.330,30","9.330,30","9.122,60","288,66M","-1,48%"
"05.01.2016","9.335,20","9.431,50","9.446,20","9.260,20","208,64M","0,24%"
"04.01.2016","9.313,20","9.429,80","9.440,90","9.263,70","279,17M","-2,42%"
"31.12.2015","9.544,20","9.604,20","9.615,60","9.538,80","79,92M","-1,01%"
"30.12.2015","9.641,90","9.650,00","9.696,40","9.607,90","141,29M","-0,29%"
"29.12.2015","9.670,40","9.611,70","9.677,70","9.606,40","147,77M","1,23%"
"28.12.2015","9.552,50","9.675,60","9.724,90","9.533,00","137,89M","-1,35%"
"24.12.2015","9.682,90","9.663,00","9.706,20","9.653,10","70,62M","0,43%"
"23.12.2015","9.641,00","9.505,60","9.661,90","9.503,90","236,26M","2,39%"
"22.12.2015","9.415,60","9.451,80","9.456,30","9.351,80","220,11M","0,53%"
"21.12.2015","9.365,80","9.520,50","9.558,20","9.365,80","356,51M","-3,62%"
"18.12.2015","9.717,10","9.794,10","9.874,20","9.644,90","408,98M","-1,63%"
"17.12.2015","9.878,50","9.909,10","10.000,40","9.850,90","324,20M","1,72%"
"16.12.2015","9.711,00","9.762,50","9.817,40","9.635,70","342,15M","-0,01%"
"15.12.2015","9.711,60","9.496,30","9.747,50","9.492,50","302,45M","3,00%"
"14.12.2015","9.428,50","9.658,00","9.732,10","9.428,50","273,72M","-2,10%"
"11.12.2015","9.630,70","9.772,90","9.791,60","9.606,80","263,24M","-1,51%"
"10.12.2015","9.778,70","9.779,40","9.872,50","9.719,40","258,21M","-0,58%"
"09.12.2015","9.835,50","9.865,30","9.932,10","9.713,20","250,83M","-0,02%"
"08.12.2015","9.837,10","10.029,00","10.031,20","9.790,40","221,18M","-2,04%"
"07.12.2015","10.042,40","10.139,00","10.158,20","10.021,90","219,57M","-0,36%"
"04.12.2015","10.078,70","10.046,10","10.131,50","9.931,10","289,63M","-0,14%"
"03.12.2015","10.092,90","10.353,40","10.476,60","10.083,30","355,47M","-2,41%"
"02.12.2015","10.342,00","10.411,90","10.447,00","10.323,50","233,40M","-0,36%"
"01.12.2015","10.379,20","10.409,90","10.469,20","10.344,90","208,11M","-0,07%"
"30.11.2015","10.386,90","10.299,00","10.430,30","10.275,90","258,60M","0,74%"
"27.11.2015","10.310,70","10.285,80","10.390,70","10.264,50","200,14M","-0,21%"
"26.11.2015","10.332,30","10.217,30","10.352,90","10.174,80","268,32M","1,03%"
"25.11.2015","10.227,30","10.184,20","10.247,10","10.083,10","418,77M","0,20%"
"24.11.2015","10.207,20","10.231,30","10.231,30","10.045,60","219,03M","-0,68%"
"23.11.2015","10.277,40","10.262,30","10.307,70","10.206,80","184,51M","-0,13%"
"20.11.2015","10.290,30","10.373,20","10.385,00","10.247,60","231,93M","-0,62%"
"19.11.2015","10.354,70","10.340,50","10.408,40","10.325,70","272,12M","0,91%"
"18.11.2015","10.261,10","10.284,00","10.307,40","10.226,50","257,18M","-0,99%"
"17.11.2015","10.363,80","10.214,60","10.376,00","10.199,60","246,06M","2,36%"
"16.11.2015","10.124,50","10.012,40","10.158,10","10.005,20","172,14M","0,13%"
"13.11.2015","10.111,40","10.118,30","10.201,20","10.012,30","229,55M","-0,32%"
"12.11.2015","10.144,00","10.350,60","10.369,00","10.113,40","276,46M","-2,25%"
"11.11.2015","10.377,20","10.345,10","10.463,10","10.344,20","205,12M","0,39%"
"10.11.2015","10.336,80","10.364,00","10.376,30","10.244,30","213,29M","0,11%"
"09.11.2015","10.325,20","10.451,60","10.476,90","10.322,90","260,46M","-1,22%"
"06.11.2015","10.453,20","10.425,80","10.500,30","10.318,50","300,13M","0,21%"
"05.11.2015","10.431,20","10.483,90","10.552,70","10.385,00","252,12M","-0,40%"
"04.11.2015","10.473,50","10.524,80","10.631,60","10.454,00","308,33M","0,08%"
"03.11.2015","10.465,20","10.398,60","10.465,20","10.375,40","284,75M","0,45%"
"02.11.2015","10.418,20","10.279,30","10.463,50","10.259,10","265,78M","0,55%"
"30.10.2015","10.360,70","10.394,20","10.405,70","10.258,70","294,54M","-0,35%"
"29.10.2015","10.397,20","10.451,80","10.455,20","10.298,10","254,88M","-0,24%"
"28.10.2015","10.421,90","10.321,00","10.440,10","10.296,80","218,57M","0,96%"
"27.10.2015","10.322,40","10.458,20","10.458,20","10.300,70","243,68M","-1,49%"
"26.10.2015","10.478,30","10.473,90","10.517,60","10.408,60","248,74M","0,02%"
"23.10.2015","10.476,30","10.449,70","10.591,90","10.418,20","344,63M","1,07%"
"22.10.2015","10.365,40","10.130,10","10.402,50","10.109,50","272,76M","2,05%"
"21.10.2015","10.157,50","10.126,10","10.188,30","10.004,00","208,28M","0,56%"
"20.10.2015","10.100,60","10.196,80","10.217,00","10.055,10","218,59M","-1,05%"
"19.10.2015","10.207,30","10.221,50","10.310,40","10.164,70","186,38M","-0,24%"
"16.10.2015","10.231,50","10.174,90","10.244,00","10.153,10","246,08M","1,28%"
"15.10.2015","10.101,70","10.132,10","10.132,70","10.055,10","239,30M","0,64%"
"14.10.2015","10.037,60","10.065,40","10.129,00","9.992,40","253,69M","-0,77%"
"13.10.2015","10.115,30","10.227,40","10.229,30","10.049,80","259,78M","-1,28%"
"12.10.2015","10.246,40","10.318,80","10.379,00","10.208,50","222,78M","-0,61%"
"09.10.2015","10.309,60","10.279,10","10.354,10","10.224,90","365,52M","1,26%"
"08.10.2015","10.181,20","10.137,80","10.190,30","10.063,20","300,04M","0,11%"
"07.10.2015","10.170,00","10.176,10","10.289,80","10.119,90","369,63M","0,66%"
"06.10.2015","10.103,30","9.996,50","10.138,20","9.909,50","281,16M","1,32%"
"05.10.2015","9.971,30","9.777,30","9.980,90","9.731,50","332,67M","3,83%"
"02.10.2015","9.603,60","9.650,40","9.688,10","9.428,80","280,40M","0,38%"
"01.10.2015","9.567,30","9.668,90","9.718,00","9.543,80","273,44M","0,08%"
"30.09.2015","9.559,90","9.580,60","9.606,30","9.491,10","277,07M","1,77%"
"29.09.2015","9.393,90","9.280,40","9.514,40","9.264,40","303,21M","0,00%"
"28.09.2015","9.394,20","9.500,90","9.598,60","9.357,40","284,11M","-1,32%"
"25.09.2015","9.519,50","9.444,20","9.575,30","9.430,20","317,51M","2,45%"
"24.09.2015","9.291,40","9.492,10","9.540,20","9.231,30","405,85M","-1,93%"
"23.09.2015","9.474,60","9.529,00","9.659,10","9.463,90","386,54M","-0,79%"
"22.09.2015","9.550,20","9.856,10","9.857,80","9.528,20","335,15M","-3,11%"
"21.09.2015","9.856,80","9.826,10","9.952,00","9.820,30","220,60M","0,10%"
"18.09.2015","9.847,20","10.048,60","10.050,30","9.801,70","557,11M","-2,57%"
"17.09.2015","10.106,60","10.015,00","10.141,80","9.988,90","344,89M","1,30%"
"16.09.2015","9.976,80","9.869,50","9.983,00","9.843,00","286,87M","1,99%"
"15.09.2015","9.782,50","9.708,30","9.834,80","9.620,70","275,76M","0,89%"
"14.09.2015","9.696,40","9.764,80","9.836,90","9.685,60","213,98M","-0,43%"
"11.09.2015","9.737,90","9.877,00","9.886,00","9.722,70","261,37M","-1,23%"
"10.09.2015","9.859,00","9.929,20","9.989,70","9.840,00","260,44M","-1,78%"
"09.09.2015","10.037,80","10.078,80","10.193,00","10.031,10","263,82M","1,74%"
"08.09.2015","9.866,20","9.860,30","9.987,70","9.857,60","222,43M","0,62%"
"07.09.2015","9.805,40","9.893,50","9.931,80","9.796,60","170,28M","-0,17%"
"04.09.2015","9.821,80","9.947,00","9.950,80","9.737,90","325,76M","-2,20%"
"03.09.2015","10.042,40","10.023,80","10.118,70","9.945,90","311,83M","1,05%"
"02.09.2015","9.938,30","10.009,70","10.071,10","9.855,80","278,09M","-0,55%"
"01.09.2015","9.992,80","10.136,10","10.148,50","9.921,10","286,17M","-2,59%"
"31.08.2015","10.259,00","10.297,20","10.319,10","10.190,40","184,68M","-0,91%"
"28.08.2015","10.352,90","10.322,70","10.352,90","10.235,70","202,08M","0,61%"
"27.08.2015","10.290,20","10.229,60","10.357,30","10.176,20","332,91M","3,06%"
"26.08.2015","9.984,50","10.005,80","10.132,90","9.875,40","345,70M","-1,29%"
"25.08.2015","10.115,40","9.880,40","10.168,10","9.819,90","448,31M","3,68%"
"24.08.2015","9.756,60","9.973,70","10.078,00","9.502,40","637,10M","-5,01%"
"21.08.2015","10.271,70","10.434,40","10.576,20","10.270,20","336,67M","-2,98%"
"20.08.2015","10.587,00","10.748,20","10.797,50","10.564,80","292,08M","-1,81%"
"19.08.2015","10.782,40","10.843,70","10.905,30","10.776,80","229,36M","-1,06%"
"18.08.2015","10.897,90","10.878,00","10.952,20","10.846,10","167,05M","-0,02%"
"17.08.2015","10.900,30","10.983,10","11.023,30","10.774,40","202,50M","0,19%"
"14.08.2015","10.879,30","10.952,40","11.034,30","10.851,60","221,08M","-0,63%"
"13.08.2015","10.947,90","11.030,80","11.057,10","10.938,50","213,80M","0,62%"
"12.08.2015","10.880,10","11.054,40","11.054,40","10.840,30","308,27M","-2,44%"
"11.08.2015","11.152,30","11.278,50","11.319,10","11.137,80","231,92M","-1,41%"
"10.08.2015","11.311,70","11.239,50","11.330,00","11.129,30","174,26M","1,19%"
"07.08.2015","11.178,20","11.244,90","11.264,00","11.176,80","202,37M","-0,67%"
"06.08.2015","11.253,60","11.263,60","11.327,00","11.239,40","209,27M","-0,23%"
"05.08.2015","11.279,50","11.195,00","11.302,90","11.184,70","255,67M","1,16%"
"04.08.2015","11.150,50","11.240,30","11.244,80","11.098,50","409,88M","-1,02%"
"03.08.2015","11.265,90","11.180,60","11.288,50","11.141,20","278,42M","0,76%"
"31.07.2015","11.180,70","11.198,40","11.200,90","11.039,50","278,12M","0,11%"
"30.07.2015","11.168,60","11.347,70","11.362,40","11.117,60","292,61M","-1,01%"
"29.07.2015","11.282,90","11.310,00","11.325,60","11.185,80","218,99M","0,27%"
"28.07.2015","11.252,40","11.179,50","11.294,00","11.168,10","224,45M","0,96%"
"27.07.2015","11.145,40","11.252,70","11.264,20","11.136,70","334,76M","-1,45%"
"24.07.2015","11.309,30","11.415,40","11.460,30","11.300,90","339,31M","-1,16%"
"23.07.2015","11.441,90","11.552,00","11.553,60","11.429,40","229,33M","-0,37%"
"22.07.2015","11.484,30","11.389,20","11.525,40","11.365,50","261,18M","0,22%"
"21.07.2015","11.458,60","11.571,90","11.579,70","11.432,10","222,07M","-0,84%"
"20.07.2015","11.556,10","11.506,90","11.612,60","11.499,40","178,80M","0,66%"
"17.07.2015","11.480,70","11.551,00","11.551,00","11.472,60","229,03M","-0,26%"
"16.07.2015","11.510,60","11.405,20","11.536,30","11.398,60","282,71M","1,54%"
"15.07.2015","11.335,70","11.262,00","11.360,40","11.234,30","208,08M","0,69%"
"14.07.2015","11.258,30","11.220,10","11.258,30","11.140,80","302,65M","0,30%"
"13.07.2015","11.224,20","11.178,20","11.253,50","11.121,80","306,04M","1,70%"
"10.07.2015","11.036,10","10.958,20","11.069,80","10.896,90","358,65M","3,08%"
"09.07.2015","10.706,40","10.479,40","10.761,10","10.463,60","306,82M","2,65%"
"08.07.2015","10.430,30","10.364,70","10.478,70","10.316,40","320,30M","0,81%"
"07.07.2015","10.346,00","10.554,90","10.588,50","10.332,10","325,14M","-1,84%"
"06.07.2015","10.540,10","10.571,80","10.653,70","10.496,00","353,56M","-2,22%"
"03.07.2015","10.779,80","10.835,70","10.860,70","10.730,00","197,29M","-0,61%"
"02.07.2015","10.846,40","10.932,00","10.960,70","10.835,50","209,13M","-0,60%"
"01.07.2015","10.911,50","10.857,70","11.036,90","10.784,30","310,65M","1,32%"
"30.06.2015","10.769,50","10.811,60","10.954,50","10.723,20","369,23M","-0,78%"
"29.06.2015","10.853,90","11.148,40","11.202,60","10.816,40","463,51M","-4,56%"
"26.06.2015","11.372,30","11.238,70","11.434,80","11.199,90","217,13M","0,57%"
"25.06.2015","11.308,40","11.245,00","11.441,30","11.213,10","294,85M","-0,12%"
"24.06.2015","11.321,90","11.419,00","11.420,10","11.220,40","272,69M","-0,71%"
"23.06.2015","11.402,50","11.461,50","11.497,10","11.384,50","271,93M","0,30%"
"22.06.2015","11.368,20","11.184,50","11.394,20","11.168,90","353,60M","3,87%"
"19.06.2015","10.944,30","10.890,70","11.029,10","10.880,80","354,74M","0,67%"
"18.06.2015","10.871,90","10.788,50","10.888,40","10.654,30","309,14M","0,54%"
"17.06.2015","10.813,40","10.900,00","10.933,90","10.779,50","189,36M","-0,53%"
"16.06.2015","10.871,40","10.766,00","10.895,50","10.659,70","241,07M","0,27%"
"15.06.2015","10.842,10","10.893,60","10.939,90","10.775,60","223,28M","-1,71%"
"12.06.2015","11.030,50","11.124,50","11.159,30","10.932,60","215,49M","-1,13%"
"11.06.2015","11.156,70","11.097,60","11.231,30","11.085,10","243,78M","0,53%"
"10.06.2015","11.097,50","10.879,90","11.138,40","10.854,40","241,56M","1,46%"
"09.06.2015","10.938,10","10.895,00","10.945,00","10.750,00","295,30M","0,19%"
"08.06.2015","10.917,30","11.022,80","11.056,10","10.917,30","205,93M","-1,31%"
"05.06.2015","11.062,00","11.061,50","11.127,90","10.984,10","227,46M","-0,75%"
"04.06.2015","11.146,10","11.201,20","11.292,70","11.070,00","239,54M","-1,08%"
"03.06.2015","11.267,60","11.302,90","11.361,80","11.201,10","227,42M","-0,03%"
"02.06.2015","11.271,40","11.314,50","11.369,10","11.151,30","232,39M","0,30%"
"01.06.2015","11.238,10","11.264,80","11.343,20","11.180,50","194,25M","0,18%"
"29.05.2015","11.217,60","11.375,60","11.402,70","11.192,10","327,77M","-1,45%"
"28.05.2015","11.382,80","11.387,90","11.450,70","11.291,90","191,89M","-0,42%"
"27.05.2015","11.431,10","11.281,70","11.467,80","11.247,20","241,03M","1,70%"
"26.05.2015","11.240,30","11.297,10","11.344,70","11.169,40","315,13M","-0,72%"
"25.05.2015","11.322,30","11.421,20","11.455,30","11.262,10","156,48M","-2,01%"
"22.05.2015","11.554,20","11.594,70","11.609,90","11.533,70","168,21M","-0,36%"
"21.05.2015","11.595,40","11.517,90","11.595,40","11.515,70","185,43M","0,18%"
"20.05.2015","11.574,10","11.505,10","11.588,70","11.460,60","192,41M","0,66%"
"19.05.2015","11.497,70","11.406,10","11.537,80","11.404,00","282,09M","1,35%"
"18.05.2015","11.345,00","11.336,80","11.368,00","11.203,10","234,03M","0,24%"
"15.05.2015","11.317,30","11.438,80","11.438,80","11.265,90","230,82M","-0,71%"
"14.05.2015","11.398,70","11.304,60","11.428,30","11.203,90","211,84M","0,65%"
"13.05.2015","11.324,60","11.366,00","11.430,90","11.282,40","249,28M","0,02%"
"12.05.2015","11.322,60","11.332,00","11.354,00","11.221,50","292,90M","-1,08%"
"11.05.2015","11.445,80","11.433,70","11.481,60","11.377,70","198,98M","0,18%"
"08.05.2015","11.424,70","11.260,80","11.424,70","11.212,90","309,36M","2,19%"
"07.05.2015","11.180,30","11.125,10","11.214,80","10.928,20","322,77M","0,15%"
"06.05.2015","11.163,60","11.100,40","11.232,80","11.048,30","275,55M","0,43%"
"05.05.2015","11.115,60","11.416,40","11.503,90","11.102,90","319,65M","-2,74%"
"04.05.2015","11.429,10","11.377,10","11.501,80","11.280,50","224,66M","0,39%"
"30.04.2015","11.385,00","11.351,10","11.469,20","11.258,00","386,58M","0,05%"
"29.04.2015","11.378,90","11.619,00","11.651,90","11.371,50","310,36M","-1,97%"
"28.04.2015","11.607,70","11.656,00","11.684,60","11.543,00","280,72M","-0,28%"
"27.04.2015","11.640,20","11.532,00","11.679,80","11.365,50","310,81M","1,17%"
"24.04.2015","11.505,40","11.469,60","11.605,50","11.434,60","340,44M","0,70%"
"23.04.2015","11.425,80","11.417,50","11.461,10","11.291,30","244,09M","0,23%"
"22.04.2015","11.399,20","11.452,20","11.480,40","11.276,30","306,27M","-0,20%"
"21.04.2015","11.422,30","11.439,00","11.504,00","11.368,20","337,59M","0,33%"
"20.04.2015","11.384,60","11.400,20","11.418,80","11.306,40","209,41M","0,22%"
"17.04.2015","11.359,40","11.565,50","11.598,00","11.299,90","465,82M","-2,17%"
"16.04.2015","11.611,70","11.772,30","11.772,30","11.580,30","287,02M","-1,42%"
"15.04.2015","11.778,40","11.742,40","11.815,60","11.710,40","292,62M","0,63%"
"14.04.2015","11.704,70","11.798,50","11.862,60","11.645,60","377,82M","-1,36%"
"13.04.2015","11.866,40","11.761,70","11.884,60","11.760,80","229,31M","1,00%"
"10.04.2015","11.749,30","11.755,30","11.778,00","11.679,20","336,79M","0,13%"
"09.04.2015","11.734,60","11.688,40","11.747,30","11.655,20","299,82M","0,68%"
"08.04.2015","11.655,50","11.738,40","11.771,40","11.615,80","301,55M","-0,64%"
"07.04.2015","11.730,50","11.715,60","11.771,80","11.669,30","366,06M","0,83%"
"02.04.2015","11.634,00","11.583,60","11.649,90","11.559,20","205,81M","0,55%"
"01.04.2015","11.569,80","11.482,00","11.662,80","11.454,30","305,80M","0,42%"
"31.03.2015","11.521,10","11.510,80","11.596,10","11.444,60","336,27M","-0,07%"
"30.03.2015","11.529,10","11.459,80","11.543,20","11.432,30","304,32M","0,89%"
"27.03.2015","11.427,40","11.469,70","11.524,20","11.403,90","310,09M","-0,23%"
"26.03.2015","11.453,80","11.400,40","11.453,80","11.294,70","308,56M","-0,10%"
"25.03.2015","11.464,70","11.560,70","11.591,70","11.449,30","252,13M","-0,99%"
"24.03.2015","11.579,30","11.428,50","11.618,30","11.409,90","331,91M","1,10%"
"23.03.2015","11.452,80","11.394,00","11.465,40","11.364,30","328,73M","0,29%"
"20.03.2015","11.419,60","11.109,80","11.458,30","11.090,20","618,65M","2,96%"
"19.03.2015","11.091,00","11.062,90","11.146,50","11.040,20","259,18M","0,37%"
"18.03.2015","11.050,00","11.057,40","11.076,00","10.957,70","295,71M","0,20%"
"17.03.2015","11.028,10","11.117,50","11.129,00","10.953,70","260,65M","-0,78%"
